name,restaurant_type,rate,votes,avg_receipt,online_order,table_booking,cuisines_type,area
Chullah Bhatti,Casual Dining,4.0,557.0,900.0,1,1,"North Indian, Chinese",Bellandur
Chullah Chandigarh,Casual Dining,4.2,308.0,800.0,0,0,North Indian,Bellandur
Chumma Delicious,Quick Bites,3.7,237.0,200.0,1,0,"South Indian, Fast Food",Banashankari
Chung Shan Chinese Restaurant,Quick Bites,3.7,32.0,500.0,0,0,"Chinese, Momos",Church Street
Chung Wah,Casual Dining,2.5,73.0,800.0,0,0,"Chinese, Momos",Whitefield
Chung Wah Opus,Casual Dining,3.0,57.0,650.0,1,0,"Chinese, Thai",Bannerghatta Road
Chung's Chinese Corner,Casual Dining,2.7,283.0,700.0,1,0,Chinese,Church Street
Chungs Pavilion,Casual Dining,3.9,247.0,650.0,1,0,Chinese,Indiranagar
Church Street Social,Lounge,4.3,7544.0,1500.0,1,0,"American, North Indian, Chinese, Finger Food, Momos",Brigade Road
Churchill's,"Casual Dining, Pub",4.1,1403.0,1100.0,1,1,"North Indian, Continental",Bannerghatta Road
Churn,Quick Bites,4.2,58.0,250.0,1,0,"Desserts, Ice Cream",Malleshwaram
Churrascaria Brazil,Casual Dining,4.1,111.0,1400.0,0,0,European,Kalyan Nagar
Chutney Chang,Casual Dining,4.1,2339.0,1500.0,1,1,"North Indian, Chinese, BBQ",Banashankari
Ciclo Cafe,"Cafe, Casual Dining",4.3,1269.0,1000.0,1,0,"Cafe, Italian, American",Indiranagar
Ciclo Life,Delivery,2.8,40.0,400.0,0,0,"Salad, Beverages, Juices",Old Airport Road
Cilantro,"Casual Dining, Bar",4.0,280.0,1500.0,1,1,"European, American, Continental, North Indian, Steak","Byresandra,Tavarekere,Madiwala"
Cinnabon,Quick Bites,4.0,80.0,400.0,0,0,"Beverages, American, Bakery",Whitefield
Cinnamon,Casual Dining,3.7,28.0,1000.0,0,0,"North Indian, Asian, Continental",Lavelle Road
Cinnamon - Grills and Gourmet,Quick Bites,3.6,10.0,400.0,0,0,"Chinese, South Indian",New BEL Road
"Cinnamon - Renaissance Hotel, Bengaluru",Dessert Parlor,4.3,236.0,500.0,0,0,Desserts,Malleshwaram
Cinnamon's Kitchen,Quick Bites,3.7,25.0,300.0,1,0,"North Indian, South Indian, Fast Food",Indiranagar
Cirkus,"Bar, Casual Dining",4.3,331.0,1400.0,0,1,"North Indian, Continental, Fast Food, Beverages, Pizza",HSR
Cita Pani,Quick Bites,3.8,55.0,350.0,1,1,"Biryani, North Indian, Arabian",Old Airport Road
Citrus - The Leela Palace,Fine Dining,4.2,589.0,3500.0,0,1,"North Indian, Italian, Asian, Continental, Mediterranean",Indiranagar
Citrus Cafe - Lemon Tree Hotel,Casual Dining,3.8,118.0,1900.0,0,0,"North Indian, Continental, South Indian, Asian",Brookefield
Citrus Cafe - Lemon Tree Premier,Casual Dining,3.9,183.0,2200.0,0,0,"North Indian, Continental, South Indian",Brigade Road
City Cafe,"Beverage Shop, Quick Bites",3.3,4.0,200.0,1,0,"Beverages, Juices, Fast Food, Rolls",Jayanagar
City Durbar,Casual Dining,3.7,71.0,450.0,1,0,"North Indian, Chinese, Biryani",Basavanagudi
Classic Biryani Hut,Quick Bites,3.4,10.0,300.0,1,0,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala"
Classic Lassi Shop,Beverage Shop,3.4,43.0,150.0,1,0,"Beverages, Ice Cream",Lavelle Road
Classic Shop,Beverage Shop,3.3,6.0,150.0,1,0,"Juices, Beverages",Brigade Road
Clean Bowled,"Takeaway, Delivery",3.3,4.0,300.0,1,0,"Healthy Food, Salad",Koramangala 6th Block
Clean Eats,"Takeaway, Delivery",2.8,40.0,300.0,0,0,Healthy Food,Electronic City
Clean Slate Cafe,Cafe,4.1,272.0,600.0,1,0,"Cafe, Continental, Italian",Malleshwaram
CloudNYN - Sterling Mac Hotel,Bar,4.0,417.0,1000.0,0,0,Finger Food,Old Airport Road
Clove Rooftop,Casual Dining,3.8,234.0,1000.0,0,1,"Konkan, Seafood",Jayanagar
Cluxi,Quick Bites,3.6,15.0,300.0,0,0,Fast Food,Kalyan Nagar
Coal Grill & Cafe,Quick Bites,3.3,8.0,300.0,0,0,Arabian,"Byresandra,Tavarekere,Madiwala"
Coast,Casual Dining,3.2,68.0,750.0,1,0,"Seafood, Mangalorean, North Indian, Biryani",Old Airport Road
Coastal Biryani Paradise,Casual Dining,3.9,140.0,500.0,1,0,"North Indian, Chinese, Biryani",Malleshwaram
Coastal Creek,Casual Dining,3.3,13.0,600.0,0,0,"North Indian, Continental, South Indian",Church Street
Coastal Curry,Quick Bites,3.5,15.0,350.0,1,0,"North Indian, Andhra, Chinese, Seafood",Rajajinagar
Coastal Delight,Casual Dining,4.1,198.0,650.0,1,0,"Seafood, South Indian, North Indian, Mangalorean, Chinese",Brigade Road
Coastal Express,Quick Bites,3.4,35.0,300.0,1,0,South Indian,Malleshwaram
Coastal Hub,Casual Dining,4.0,364.0,700.0,1,1,"Kerala, Seafood, Chinese",Brookefield
Coastal Inn,Casual Dining,3.4,66.0,800.0,0,0,"Chinese, North Indian, Seafood",Bannerghatta Road
Coastal Mama,Casual Dining,4.1,466.0,700.0,0,1,"Konkan, Mangalorean, North Indian, Seafood",Bannerghatta Road
Coastal Spice,Casual Dining,3.7,56.0,900.0,1,1,"Seafood, North Indian, Chinese, Continental, Mangalorean",Malleshwaram
Cobaja,Casual Dining,4.2,82.0,700.0,1,1,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",Residency Road
Cochin Connection,Food Court,3.6,41.0,500.0,1,0,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala"
Coco Barista,Cafe,2.8,40.0,400.0,0,0,"Cafe, Beverages","Byresandra,Tavarekere,Madiwala"
Coco Grove Beer Cafe,Casual Dining,3.8,150.0,800.0,0,0,Continental,Brigade Road
Cocoa Bakes,Bakery,3.6,14.0,350.0,1,0,"Bakery, Desserts",Banashankari
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,Bakery,3.5,11.0,250.0,0,0,"Bakery, Desserts",Bannerghatta Road
CocoFresh,Food Court,3.3,4.0,300.0,0,0,Beverages,Brookefield
Coconadu,"Food Court, Quick Bites",3.6,36.0,400.0,0,0,"Kerala, Konkan",Koramangala 4th Block
Coconut Grove,"Casual Dining, Bar",3.3,97.0,1100.0,0,0,"South Indian, Chettinad, Kerala, Seafood",Jayanagar
Coffee Bike,Kiosk,3.7,15.0,250.0,0,0,"Fast Food, Beverages",Bellandur
Coffee Bytes,Quick Bites,3.1,6.0,100.0,0,0,"Fast Food, South Indian",Banashankari
Coffee House,Quick Bites,3.3,6.0,150.0,0,0,South Indian,Lavelle Road
Coffee Mechanics,Cafe,4.3,191.0,700.0,1,0,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",Kalyan Nagar
Coffee Mug Cafe,Cafe,3.7,23.0,400.0,0,0,"Cafe, Chinese, North Indian, Fast Food",Marathahalli
Coffee Tea & More,Quick Bites,4.0,63.0,150.0,1,0,"Beverages, Sandwich","Byresandra,Tavarekere,Madiwala"
Coffee Thindi,Quick Bites,3.5,15.0,150.0,0,0,South Indian,Kalyan Nagar
Coffee Tindi,"Cafe, Quick Bites",3.8,75.0,200.0,1,0,"Cafe, South Indian",Banashankari
Coffee@Arens,Cafe,3.8,77.0,550.0,1,0,"Cafe, Fast Food",Kalyan Nagar
Cold Fusion,Dessert Parlor,2.8,40.0,300.0,1,0,"Ice Cream, Beverages, Desserts",Brookefield
Cold Smith Ice Creams,Dessert Parlor,3.9,41.0,450.0,1,0,"Ice Cream, Desserts",Bellandur
Cold Station,Quick Bites,3.8,18.0,250.0,1,0,"Fast Food, Desserts",Malleshwaram
Cold Stone Creamery,Dessert Parlor,3.9,99.0,400.0,1,0,"Ice Cream, Desserts",Bannerghatta Road
Combo Biriyani,Delivery,2.9,6.0,400.0,1,0,Biryani,Brookefield
Combo Box,"Takeaway, Delivery",3.0,15.0,500.0,0,0,"North Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala"
Combo King Paramount,Food Court,3.1,12.0,500.0,0,0,"Chinese, Kerala","Byresandra,Tavarekere,Madiwala"
Combo Studio,Casual Dining,3.1,16.0,500.0,1,0,"North Indian, Biryani, Chinese",Bannerghatta Road
Communiti,"Microbrewery, Casual Dining",4.6,3998.0,1500.0,0,0,"Continental, BBQ, Salad",Lavelle Road
Connie's Restaurant & SteakHouse,Casual Dining,4.2,176.0,400.0,0,0,"Continental, Burger, Pizza, Steak",Church Street
Container Coffee,Quick Bites,3.3,6.0,200.0,1,0,South Indian,Lavelle Road
Cookie Man,Bakery,3.2,5.0,150.0,1,0,Bakery,Brookefield
Cooking Mom,Casual Dining,2.9,182.0,800.0,1,0,"North Indian, Andhra",Bellandur
Cool Break,Dessert Parlor,3.4,11.0,150.0,0,0,"Desserts, Fast Food",Electronic City
Cool Corner,Quick Bites,4.2,191.0,250.0,1,0,"Street Food, Fast Food",Banashankari
Cool Corner Arun Ice Cream,Dessert Parlor,3.5,8.0,200.0,0,0,"Desserts, Ice Cream",Church Street
Cool Joint,Beverage Shop,4.2,820.0,250.0,0,0,"Beverages, Desserts",Basavanagudi
Cool Lassi Burger,"Beverage Shop, Quick Bites",3.1,7.0,200.0,0,0,"Beverages, Fast Food, Burger","Byresandra,Tavarekere,Madiwala"
Cool Point,Quick Bites,3.2,7.0,100.0,0,0,"Juices, Fast Food","Byresandra,Tavarekere,Madiwala"
Coorg Diaries,Quick Bites,3.5,129.0,400.0,1,0,South Indian,Marathahalli
Coorg Lunch Home,Quick Bites,3.6,57.0,300.0,1,0,South Indian,Kalyan Nagar
Copper Chimney,Casual Dining,4.1,40.0,1200.0,1,1,"North Indian, Biryani",Whitefield
Corner House Ice Cream,Dessert Parlor,4.1,219.0,400.0,0,0,"Ice Cream, Desserts",Frazer Town
Corner Huts,Quick Bites,3.8,30.0,300.0,1,0,"North Indian, Chinese, Biryani, South Indian",Bellandur
Corner Stone,"Beverage Shop, Quick Bites",3.6,42.0,300.0,0,0,"Beverages, Juices, Desserts, Italian",Banashankari
Corprate Biriyani Adda,Casual Dining,3.0,5.0,500.0,0,0,"North Indian, Chinese",Brookefield
Costa Biryanis,Delivery,3.3,10.0,300.0,1,0,"Andhra, Biryani, North Indian, South Indian",Bellandur
Costa Coffee,Cafe,3.0,6.0,500.0,0,0,Cafe,Sarjapur Road
Cottage Loaf,"Bakery, Quick Bites",4.0,50.0,250.0,1,0,"Bakery, Fast Food",Kalyan Nagar
Countryside - The Taste of Chettinad,Casual Dining,3.9,293.0,900.0,1,1,"Seafood, Biryani, South Indian, Chettinad",Kalyan Nagar
Covai Cafe,Quick Bites,3.6,17.0,200.0,0,0,South Indian,Brookefield
Crack That,"Food Court, Quick Bites",3.3,6.0,500.0,0,0,Continental,Bellandur
Crafted Plate,"Casual Dining, Cafe",4.2,237.0,600.0,1,1,"Cafe, Asian, Burger, Continental, Italian, Salad",Bannerghatta Road
Cranganore House,"Takeaway, Delivery",3.4,11.0,400.0,0,0,Seafood,Sarjapur Road
Crave Bite,Quick Bites,3.6,19.0,400.0,0,0,"Chinese, Italian, Fast Food, Momos","Byresandra,Tavarekere,Madiwala"
Cravings,Quick Bites,3.7,139.0,400.0,1,0,"North Indian, Chinese, Rolls",Bannerghatta Road
Cravingz,"Beverage Shop, Quick Bites",3.7,17.0,400.0,1,0,"Fast Food, Beverages",Whitefield
Cravy Wings,Quick Bites,4.2,289.0,400.0,1,0,"American, Burger, Fast Food",Bannerghatta Road
Crawl Street,Bar,4.2,2589.0,1200.0,1,1,"Continental, Finger Food, North Indian, Chinese",Koramangala 7th Block
Crazy Crush - Juices & Desserts Cafe,Beverage Shop,3.4,9.0,300.0,1,0,"Beverages, Ice Cream, Fast Food",Brookefield
Crazy Pizza,"Food Court, Quick Bites",3.4,5.0,400.0,0,0,"Pizza, Fast Food",Rajajinagar
Cream & Fudge,Dessert Parlor,3.1,6.0,250.0,1,0,"Ice Cream, Desserts",Kalyan Nagar
Cream and Bakes,Dessert Parlor,3.3,7.0,100.0,0,0,Desserts,Rajajinagar
Cream and Fudge,Dessert Parlor,3.1,9.0,250.0,1,0,"Ice Cream, Desserts",Brookefield
Cream Chemistry,Dessert Parlor,3.9,75.0,500.0,1,0,"Ice Cream, Desserts",HSR
Cream Factory,Dessert Parlor,3.4,17.0,400.0,0,0,Desserts,Malleshwaram
Cream House,Dessert Parlor,3.0,28.0,300.0,0,0,Desserts,Malleshwaram
Cream N Desserts,"Dessert Parlor, Beverage Shop",3.7,49.0,400.0,0,0,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
Cream Stone,Dessert Parlor,4.0,78.0,500.0,1,0,"Desserts, Beverages",Brigade Road
Creamvilla,"Cafe, Dessert Parlor",3.9,66.0,600.0,1,0,"Cafe, Desserts, Ice Cream",Sarjapur Road
Creamy Zone,Dessert Parlor,3.2,4.0,100.0,0,0,"Ice Cream, Juices",Brookefield
Creamyum,Delivery,4.0,95.0,300.0,0,0,"Bakery, Desserts",Kalyan Nagar
Create Cafe,Quick Bites,3.4,9.0,300.0,1,0,Italian,Malleshwaram
Creme & Cheese,"Takeaway, Delivery",3.8,18.0,850.0,0,0,Desserts,Koramangala 4th Block
Creme Bliss,Bakery,3.9,42.0,350.0,1,0,"Bakery, Desserts",Kalyan Nagar
Crepe Nation,Food Truck,3.8,12.0,300.0,1,0,"Fast Food, Desserts",Bannerghatta Road
Crescent Avenue - Hotel Bangalore International,Casual Dining,3.6,41.0,1400.0,1,0,"North Indian, Continental, Chinese, Asian, Thai",Brigade Road
Crisp Cafe,"Cafe, Casual Dining",4.0,97.0,1100.0,0,0,"Salad, Cafe, Continental, Steak, Italian, Burger, Desserts, Pizza",Indiranagar
Crispy Crust Pizza,Delivery,3.1,45.0,450.0,1,0,Pizza,Indiranagar
Crispy Fried Chicken,Quick Bites,3.3,11.0,150.0,1,0,"Burger, Fast Food",Indiranagar
Croons,Dessert Parlor,3.8,26.0,350.0,0,0,Desserts,Brigade Road
Cross Road Cafe,Cafe,3.9,91.0,300.0,1,0,"Cafe, Fast Food, Chinese",Banashankari
Cross Roads Cafe,Cafe,3.0,59.0,500.0,0,0,"Cafe, Italian, Tex-Mex, Fast Food, Burger",Old Airport Road
Crown Gold,Quick Bites,3.9,49.0,400.0,1,0,"South Indian, Chinese, Seafood",Koramangala 4th Block
Crumb Together,"Casual Dining, Bar",4.1,583.0,1200.0,1,1,"Continental, Finger Food, North Indian, Chinese",Bannerghatta Road
Crumbz Crunches,Quick Bites,3.1,44.0,450.0,1,0,"North Indian, Chinese",Electronic City
Crunch and Munch,Quick Bites,3.7,23.0,300.0,1,0,"Chinese, Street Food, Ice Cream",Banashankari
Crunch Pizzas,Delivery,2.6,54.0,600.0,1,0,"Italian, Pizza","Byresandra,Tavarekere,Madiwala"
Crunch Pizzas - Express Delivery,Delivery,3.0,235.0,500.0,1,0,Pizza,Indiranagar
Crunchees Cafeteria,Quick Bites,3.4,11.0,400.0,0,0,Fast Food,Kalyan Nagar
Crunchie Corner,Quick Bites,4.0,44.0,450.0,1,0,"Fast Food, Continental, Desserts",Brookefield
Crunchy Nights,Delivery,3.6,27.0,350.0,1,0,"North Indian, Chinese, Continental","Byresandra,Tavarekere,Madiwala"
CTR,Quick Bites,4.7,4408.0,150.0,1,0,South Indian,Malleshwaram
Cubbon Pavilion - ITC Gardenia,Fine Dining,4.3,678.0,2500.0,0,1,"European, Continental, Chinese, Thai",Brigade Road
Cubbonpete Donne Biryani,Quick Bites,3.9,92.0,300.0,1,0,"South Indian, Biryani",New BEL Road
Cucumber Town,Delivery,4.2,306.0,600.0,1,0,"Kerala, North Indian",Bannerghatta Road
Cultch Resto Cafe,Cafe,3.7,46.0,600.0,0,0,Cafe,Brookefield
Cup Chronicles Cafe,Cafe,3.9,48.0,450.0,1,1,"Cafe, Continental, Tea, Beverages, Desserts",Indiranagar
Cupcake Bliss,Bakery,3.2,6.0,250.0,1,0,Bakery,Brookefield
Cupcake Couture,Delivery,3.8,40.0,300.0,0,0,Desserts,Whitefield
Cupcake Noggins,Dessert Parlor,3.9,177.0,300.0,0,0,"Desserts, Bakery",Bellandur
Cuppa,Cafe,3.0,119.0,700.0,1,0,"Cafe, Fast Food, Continental",Electronic City
Curries & Chillies,Quick Bites,3.0,20.0,300.0,0,0,"Biryani, Andhra",Kammanahalli
Curries & Pickles,Quick Bites,3.4,35.0,400.0,1,0,"Andhra, Biryani, Chinese",Electronic City
Curries 'N' Phulkas,Quick Bites,3.4,6.0,250.0,1,0,North Indian,Electronic City
Curries'N' Fries,Quick Bites,3.7,22.0,400.0,0,0,Andhra,HSR
Curry Chutney,Quick Bites,3.0,20.0,400.0,0,0,"North Indian, South Indian, Chinese",Marathahalli
Curry Leaves,Casual Dining,3.8,232.0,600.0,1,0,"Andhra, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Curry Point,Quick Bites,3.2,7.0,300.0,0,0,North Indian,Whitefield
Curry Pot,Casual Dining,3.4,11.0,650.0,0,0,"North Indian, Chinese, Continental, Italian",Lavelle Road
Curry with a 'K' - St. Mark's Hotel,Casual Dining,3.9,89.0,1400.0,0,0,"North Indian, Mughlai, Hyderabadi",Brigade Road
Currylicious,Food Court,3.1,49.0,800.0,0,0,"South Indian, Mangalorean, Kerala",Malleshwaram
CutePorkie,Quick Bites,3.3,4.0,400.0,0,0,Continental,Kalyan Nagar
Cutlet Shop,Quick Bites,3.2,9.0,200.0,0,0,"Fast Food, Desserts",HSR
D Fusion,Quick Bites,3.5,9.0,400.0,1,0,"Fast Food, Chinese","Byresandra,Tavarekere,Madiwala"
D View Cafe,"Cafe, Quick Bites",4.0,507.0,1000.0,1,0,"Cafe, Italian, Chinese, Beverages",Bannerghatta Road
D2V Cafe,Cafe,3.6,13.0,700.0,0,0,Cafe,Bannerghatta Road
D'7 Feast Resto Cafe,Casual Dining,4.1,147.0,600.0,0,0,"Burger, Pizza, Continental",New BEL Road
Daafoodies,Quick Bites,3.2,4.0,400.0,0,0,Kerala,Electronic City
Daal Roti,Quick Bites,2.9,35.0,250.0,1,0,"North Indian, Chinese",Banashankari
Daawat Restaurant Bar & Pub,"Bar, Casual Dining",3.5,9.0,700.0,1,0,"Finger Food, North Indian, Seafood, Mangalorean, Chinese","Byresandra,Tavarekere,Madiwala"
Daba Delights,Delivery,3.3,9.0,400.0,1,0,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala"
Dabba Karkhana,"Takeaway, Delivery",3.5,17.0,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala"
Dadaba's,Quick Bites,3.3,6.0,300.0,0,0,Fast Food,"Byresandra,Tavarekere,Madiwala"
Dadi's Dum Biryani,Casual Dining,4.0,739.0,800.0,1,1,"Biryani, North Indian, Mughlai",Bannerghatta Road
Dad's Cookhouse,Quick Bites,4.0,44.0,300.0,1,0,"North Indian, Street Food, Chinese, Fast Food",Bellandur
Daily Bite,Quick Bites,3.5,14.0,250.0,0,0,"Desserts, Fast Food",Lavelle Road
Daily Bread,"Bakery, Quick Bites",2.7,29.0,400.0,0,0,"Bakery, Fast Food, Italian",Old Airport Road
Daily Sushi,Casual Dining,3.8,56.0,900.0,1,0,"Korean, Sushi",Brookefield
Daivik,Casual Dining,3.3,6.0,650.0,0,0,"North Indian, South Indian, Chinese",Lavelle Road
Dakshin,Casual Dining,3.5,47.0,450.0,1,0,South Indian,Lavelle Road
Dakshin - ITC Windsor,Fine Dining,4.3,202.0,4000.0,0,1,South Indian,Malleshwaram
Dakshin Biryani & Tiffin,Casual Dining,3.4,334.0,550.0,1,0,"Andhra, South Indian, North Indian",Brigade Road
Dakshin Cafe,Quick Bites,3.7,19.0,100.0,1,0,South Indian,Banashankari
Dakshin Flavors,Casual Dining,3.0,206.0,600.0,1,0,"South Indian, North Indian",HSR
Dakshin Food Palace,Casual Dining,3.7,42.0,450.0,1,0,"South Indian, North Indian, Chinese",Bannerghatta Road
Dakshin Grand,Quick Bites,3.0,82.0,300.0,1,0,"South Indian, North Indian, Chinese, Street Food",Banashankari
Dakshin Kitchen,Quick Bites,3.6,15.0,100.0,1,0,South Indian,Banashankari
Dakshin Restaurant,Casual Dining,3.6,16.0,800.0,1,0,"Mangalorean, Seafood, North Indian, Chinese",Brigade Road
Dakshin Sagar,Quick Bites,3.1,325.0,400.0,1,0,"South Indian, North Indian, Chinese, Street Food",HSR
Dakshin Spice,Casual Dining,3.8,384.0,800.0,1,1,"South Indian, North Indian, Chinese, Biryani",Brookefield
Dal Chawal Roti,Quick Bites,3.3,10.0,400.0,0,0,"North Indian, Chinese",Old Airport Road
Dal Roti,Quick Bites,3.7,117.0,150.0,1,0,North Indian,Bannerghatta Road
Dal Roti Sabji,Quick Bites,4.1,81.0,150.0,1,0,North Indian,Indiranagar
Dal Tadkaa,Casual Dining,2.5,247.0,500.0,1,0,North Indian,Banashankari
Dalchini,Casual Dining,4.0,225.0,700.0,0,0,North Indian,Bellandur
Dalma,Casual Dining,3.9,475.0,600.0,1,0,Oriya,"Byresandra,Tavarekere,Madiwala"
Dambal's Veg,Quick Bites,3.2,11.0,250.0,1,0,South Indian,Malleshwaram
Damodar Seth,Casual Dining,3.1,152.0,600.0,1,0,"Bengali, Chinese, North Indian",Brookefield
Danapani,Casual Dining,3.8,59.0,400.0,0,0,"North Indian, South Indian, Chinese",Bannerghatta Road
Dande's Hyderabad Biryani,Casual Dining,3.0,255.0,550.0,1,0,"Biryani, North Indian, Chinese",HSR
Daniyal's,Casual Dining,3.5,178.0,800.0,1,0,"North Indian, Biryani, Mughlai, Kebab",Brookefield
Danny Lambas Punjabi Dhaba,Casual Dining,3.5,98.0,600.0,1,0,"North Indian, Chinese, Biryani",Brigade Road
Darbar,Bar,3.0,98.0,800.0,0,0,"North Indian, Chinese",Banashankari
Darjeeling Momo Adda,Quick Bites,3.1,81.0,200.0,1,0,"Chinese, Tibetan, North Indian, Momos",Bannerghatta Road
Darjeeling Momos & Fast Food Center,Quick Bites,3.8,37.0,250.0,1,0,"Fast Food, Momos",Bannerghatta Road
Daryaganj Chowk,Quick Bites,3.1,13.0,400.0,0,0,"North Indian, Fast Food",Malleshwaram
Dasaprakash Cafe,Cafe,3.1,10.0,400.0,0,0,Cafe,Brigade Road
Dash In,Casual Dining,3.1,53.0,600.0,0,0,"North Indian, Chinese, Kerala","Byresandra,Tavarekere,Madiwala"
Dashabhuja Kitchen & Catering,"Takeaway, Delivery",3.0,12.0,400.0,1,0,"North Indian, Chinese",Old Airport Road
Davanagere Bene Dosa Hotel,Quick Bites,3.3,4.0,100.0,0,0,South Indian,Malleshwaram
Davanagere Benne Dosa Hotel,Quick Bites,3.1,19.0,150.0,1,0,South Indian,Marathahalli
Davanagere Benne Dose,Quick Bites,3.9,106.0,150.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala"
Davanagere Benne Dose Hut,Quick Bites,3.4,10.0,100.0,1,0,South Indian,Banashankari
Davanagere Butter Dosa Hotel,Quick Bites,3.7,43.0,150.0,0,0,South Indian,Rajajinagar
Davangere Benna Dose Hotel,Quick Bites,4.1,90.0,100.0,1,0,South Indian,Basavanagudi
Davangere Butter Dosa Hotel,Quick Bites,3.8,25.0,150.0,1,0,South Indian,Banashankari
David's Kitchen,Quick Bites,3.5,12.0,200.0,1,0,"North Indian, South Indian, Chinese",Basavanagudi
Davis Bar And Restaurant,Bar,3.0,31.0,700.0,0,0,"North Indian, Finger Food, Chinese",Kalyan Nagar
Dawat,Quick Bites,3.5,57.0,400.0,1,0,"North Indian, Chinese",Brookefield
Dawat E Biryani,Quick Bites,2.8,40.0,200.0,0,0,Biryani,Koramangala 4th Block
Dawat Midnight Express,"Takeaway, Delivery",3.1,29.0,450.0,1,0,"North Indian, Chinese",Brookefield
Day N Night Kitchen,Delivery,3.2,35.0,450.0,0,0,"Biryani, Chinese, North Indian",Bannerghatta Road
Dazu Momoz,Kiosk,3.1,8.0,200.0,1,0,"Tibetan, Momos",Bannerghatta Road
D'Brooks,Quick Bites,3.4,8.0,400.0,1,0,"North Indian, Continental",Brookefield
D'Cafe,Cafe,3.8,16.0,500.0,0,0,"Cafe, Coffee, Continental",Indiranagar
De Grand,Casual Dining,3.3,70.0,600.0,1,0,"North Indian, Chinese",Kalyan Nagar
De Grand Restaurant,Quick Bites,3.8,257.0,600.0,1,0,"North Indian, Chinese",Kalyan Nagar
De Oxford Cafe,Cafe,3.7,34.0,500.0,0,0,"Cafe, Beverages, Fast Food",Bannerghatta Road
de Ranthal,Quick Bites,3.8,33.0,300.0,0,0,Kerala,HSR
De Street Cafe,Cafe,3.6,61.0,500.0,0,0,Cafe,"Byresandra,Tavarekere,Madiwala"
De Thaali,Casual Dining,3.9,144.0,550.0,1,0,"North Indian, Chinese",Jayanagar
De3 - The Eatery,Food Truck,3.1,13.0,250.0,0,0,Fast Food,Kalyan Nagar
Debby's Kitchen,Quick Bites,3.6,16.0,250.0,1,0,"Modern Indian, American, Chinese",Church Street
Deccan House,Quick Bites,4.0,409.0,350.0,1,0,"Hyderabadi, Biryani",Malleshwaram
Deccan Kitchen,Casual Dining,3.6,31.0,700.0,1,0,"South Indian, North Indian",Marathahalli
Deccan Spice,Casual Dining,3.5,65.0,750.0,0,0,"North Indian, South Indian, Biryani",Bannerghatta Road
Deccan Spices,Quick Bites,3.7,23.0,500.0,1,0,"Biryani, Mughlai, Fast Food",Brigade Road
Decker's Lane,Quick Bites,2.1,242.0,400.0,1,0,Bengali,Brookefield
Deejas Kitchen,"Takeaway, Delivery",3.9,73.0,400.0,1,0,"South Indian, Kerala",Bannerghatta Road
Deepak Fast Food,Quick Bites,3.3,4.0,350.0,0,0,Fast Food,Marathahalli
Deepak Paratha Plaza,Quick Bites,3.5,18.0,200.0,0,0,"North Indian, Street Food",New BEL Road
Degchi Restaurant,Casual Dining,3.7,103.0,600.0,0,0,North Indian,Kalyan Nagar
Dehati Murgee,Quick Bites,4.0,151.0,600.0,1,0,"North Indian, Mughlai",Brookefield
Deja Vu Resto Bar,Pub,4.4,2487.0,900.0,1,1,"North Indian, Italian",Bannerghatta Road
Delhi Base Sri Food Court,Quick Bites,3.9,505.0,250.0,1,0,"North Indian, South Indian, Chinese, Street Food",Electronic City
Delhi Belli,"Takeaway, Delivery",3.3,4.0,500.0,0,0,North Indian,Whitefield
Delhi Bhavan,Quick Bites,3.3,11.0,150.0,0,0,"Street Food, Mithai",Lavelle Road
Delhi Biryani Cafe,Quick Bites,3.4,10.0,250.0,1,0,"North Indian, Biryani",Jayanagar
Delhi Delight Food Cafe,Quick Bites,3.1,28.0,200.0,1,0,"Chinese, North Indian",Marathahalli
Delhi Food Point,Quick Bites,3.3,909.0,250.0,1,0,"North Indian, Beverages","Byresandra,Tavarekere,Madiwala"
Delhi Highway,Casual Dining,4.4,3423.0,1500.0,1,1,"North Indian, Mughlai",MG Road
Delhi Home Food,Quick Bites,3.3,5.0,200.0,0,0,"North Indian, South Indian",HSR
Delhi Ke Bawarchi,Casual Dining,4.0,88.0,500.0,0,0,"North Indian, Chinese, Fast Food",Jayanagar
